Record_number,Biome2,Ecosystem_type2,altitude,SOC_stock,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Rh_annual,Ra_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2,Outlier_rh,Outlier_ra
6368,Tropical,Forest,272.7,121,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Managed,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,647.12,541.16,314.1,29.75 103.25,16.325,0.406944444,115.4833333,-156.2033333,29.7,0,0
6039,Tropical,Forest,240,64,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,240,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,919.9,608.5,311.4,32.25 118.75,16,-0.162777778,73.00833333,-189.1066667,32.2,0,0
5893,Temperate,Forest,124,122,2006,4,42.75,-80.25,42.75 -80.25,42.70681111,-80.34831389,42.70681111 -80.34831389,8606,124,Temperate,Natural,Evergreen Forest,Evergreen,8,1036,IRGA,Exclusion,Mature,540,288,252,42.75 -80.25,8.2625,0.048055556,71.53541667,-12.205,42.70681111,0,0
2963,Temperate,Forest,700,121,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,700,Temperate,Natural,Deciduous Forest,Deciduous,5.616666667,522.7,Gas Chromatography,Extraction,Mature,642,392,250,54.25 37.25,5.616666667,-0.084444444,43.55833333,-95.83333333,54.13,0,0
5991,Temperate,Forest,29,122,2008,1,31.75,102.75,31.75 102.75,31.78,102.7,31.78 102.7,9674,3207,Temperate,Unmanaged,Evergreen Forest,Evergreen,7.27,687.3,IRGA,Exclusion,Mature,792,543,249,31.75 102.75,3.508333333,0.1625,57.125,-87.1,31.78,0,0
5507,Temperate,Grassland,356,88,2011.5,1,37.25,101.25,37.25 101.25,37.5,101.2,37.5 101.2,7898,3200,Temperate,Natural,Grassland,Deciduous,-2.183333333,469.1,IRGA,Exclusion,Mature,694,445,249,37.75 101.25,-2.183333333,-0.188611111,39.09166667,7.73,37.5,0,0
993,Temperate,Forest,1054,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.58,-121.54,44.58 -121.54,3877,1054,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,599,357,242,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.58,0,0
4419,Tropical,Forest,240,122,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,240,Subtropical,Managed,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,557,265,286,22.75 112.75,21.79166667,-0.311944444,159.1083333,148.12,22.56666667,0,0
300,Temperate,Grassland,260,88,2003,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,260,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,900,660,240,34.75 -97.75,15.075,-0.985277778,78.31666667,-18.33333333,34.98,0,0
306,Temperate,Grassland,68,88,2004,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,68,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,850,610,240,34.75 -97.75,16.16666667,0.106388889,69.30833333,-126.4333333,34.98,0,0
89,Boreal,Forest,258,122,1998.5,2,53.75,-105.25,53.75 -105.25,53.99,-105.12,53.99 -105.12,2396,258,Boreal,Natural,Evergreen Forest,Evergreen,2.3375,401.45,IRGA,Exclusion,Mature,319,265,54,53.75 -105.25,2.3375,1.340277778,33.45416667,-44.48666667,53.99,0,0
4234,Temperate,Forest,100,121,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,783,546,240,47.25 8.25,11.45555556,2.747777778,109.3833333,223.1233333,47.47833333,0,0
97,Temperate,Forest,111,122,2001,1,44.25,-121.75,44.25 -121.75,44.42,-121.51,44.42 -121.51,2037,111,Temperate,Natural,Evergreen Forest,Evergreen,8.1,524,IRGA,Extraction,Mature,483,276,235,44.25 -121.75,3.341666667,-0.703055556,69.01666667,-648.3,44.42,0,0
93,Temperate,Forest,71,122,1999,1,44.25,-121.75,44.25 -121.75,44.42,-121.51,44.42 -121.51,2037,71,Temperate,Natural,Evergreen Forest,Evergreen,8.1,524,IRGA,Extraction,Mature,499,276,235,44.25 -121.75,3.575,-0.469722222,150.0416667,324,44.42,0,0
3539,Temperate,Forest,1093.5,122,2005,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Natural,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,622,388.75,233.25,47.75 11.75,8.125,-0.287222222,102.35,-91.92666667,47.58055556,0,0
3540,Temperate,Forest,2476,122,2006,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Natural,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,622,388.75,233.25,47.75 11.75,7.375,-1.037222222,115.6666667,67.87333333,47.58055556,0,0
4355,Temperate,Forest,1450,121,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Natural,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,395,164,231,51.75 9.75,8.675,-0.029166667,63.86666667,-57.27333333,51.78333333,0,0
299,Temperate,Grassland,342.5,88,2003,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,342.5,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,825,595,230,34.75 -97.75,15.075,-0.985277778,78.31666667,-18.33333333,34.98,0,0
6011,Temperate,Forest,111,121,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,111,Temperate,Unmanaged,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,740,510,230,36.25 138.75,13.43333333,0.208333333,97.64166667,-291.9133333,36.33,0,0
5526,Temperate,Forest,357,121,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,357,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,384,154,230,-105.5,14.55,0.7925,27.725,-244.8166667,-34.13,0,0
4099,Temperate,Forest,22,121,2005,1,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,22,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,740,510.6,229.4,38.25 127.25,9.133333333,-0.764166667,110.2666667,-39.43666667,38.23333333,0,0
301,Temperate,Grassland,706,88,2003,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,706,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,740,515,225,34.75 -97.75,15.075,-0.985277778,78.31666667,-18.33333333,34.98,0,0
5915,Temperate,Forest,115,121,2014,1,37.25,127.75,37.25 127.75,37.44,127.9,37.44 127.9,8866,115,Temperate,Unmanaged,Deciduous Forest,Deciduous,12.8,1571.6,IRGA,Exclusion,Mature,582,361,221,37.25 127.75,12.25833333,0.511666667,91.50833333,-134.73,37.44,0,0
1888,Temperate,Forest,14.2,122,2005,1,44.25,-121.75,44.25 -121.75,44.45,-121.56,44.45 -121.56,4348,1255,Temperate,Natural,Evergreen Forest,Evergreen,4.233333333,1091,IRGA,Exclusion,Mature,836,619,217,44.25 -121.75,4.233333333,0.188611111,90.91666667,-385.5,44.45,0,0
4236,Temperate,Forest,770,121,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,752,536,215,47.25 8.25,11.45555556,2.747777778,109.3833333,223.1233333,47.47833333,0,0
1389,Temperate,Forest,125,121,2002.5,1,34.75,135.75,34.75 135.75,34.78,135.85,34.78 135.85,4388,220,Temperate,Natural,Deciduous Forest,Deciduous,15.5,1449,IRGA,Extraction,Aggrading,581,366,215,34.75 135.75,15.26666667,0.216944444,84.28333333,-363.9633333,34.78,0,0
91,Boreal,Forest,44.2,122,1999,1,60.25,17.25,60.25 17.25,60.08,17.5,60.08 17.5,1925,45,Boreal,Natural,Evergreen Forest,Evergreen,5.5,527,IRGA,Extraction,Mature,149,100,49,60.25 17.25,4.55,-0.721666667,61.08333333,175.8133333,60.08,0,0
4728,Temperate,Forest,16,121,2007.5,2,40.25,140.75,40.25 140.75,40,140.56,40 140.56,6219,16,Temperate,Natural,Deciduous Forest,Deciduous,6.1,1207,IRGA,Isotope,Mature,747,536,211,40.25 140.75,10.78333333,0.384166667,122.7333333,-120.11,40,0,0
13,Boreal,Forest,350,122,2001.5,1.5,55.75,-98.75,55.75 -98.75,55.91,-98.51,55.91 -98.51,2534,350,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,338,290,48,55.75 -98.75,-5.361111111,-3.0025,29.17222222,-122.24,55.91,0,0
5055,Temperate,Forest,2270,122,2007,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Natural,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,776,566,210,53.25 13.25,11.15,2.326666667,54.01666667,79.15,53.13333333,0,0
46,Temperate,Forest,550,122,1997.5,1,50.25,11.75,50.25 11.75,50.13,11.87,50.13 11.87,1565,770,Temperate,Managed,Evergreen Forest,Evergreen,5.8,890,IRGA,Exclusion,Aggrading,710,500,210,50.25 11.75,7.166666667,-0.164166667,65.00833333,-52.24666667,50.13,0,0
47,Temperate,Forest,69,122,1997.5,1,50.25,11.75,50.25 11.75,50.13,11.87,50.13 11.87,1565,770,Temperate,Managed,Evergreen Forest,Evergreen,5.8,890,IRGA,Exclusion,Aggrading,710,500,210,50.25 11.75,7.166666667,-0.164166667,65.00833333,-52.24666667,50.13,0,0
48,Temperate,Forest,200,122,1997.5,1,50.25,11.75,50.25 11.75,50.13,11.87,50.13 11.87,1565,770,Temperate,Managed,Evergreen Forest,Evergreen,5.8,890,IRGA,Exclusion,Aggrading,710,500,210,50.25 11.75,7.166666667,-0.164166667,65.00833333,-52.24666667,50.13,0,0
6654,Temperate,Forest,114,122,2013.5,1,57.75,26.75,57.75 26.75,57.70944444,26.75583333,57.70944444 26.75583333,10374,114,Temperate,Managed,Evergreen Forest,Evergreen,6.55,541.7,IRGA,Exclusion,Aggrading,390,180,210,57.75 26.75,6.55,0.395555556,45.14166667,-123.4966667,57.70944444,0,0
5567,Temperate,Forest,4635,122,2010.5,1,29.25,103.75,29.25 103.75,29.5,103.6,29.5 103.6,6548,4635,Temperate,Managed,Evergreen Forest,Evergreen,15,1489.8,IRGA,Exclusion,Mature,427,87,208,29.75 103.75,16.25833333,0.417222222,100.775,-130.85,29.5,0,0
4456,Temperate,Forest,1093.6,121,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,659,452,207,33.75 111.75,8.177777778,-2.553055556,42.08333333,-204.6333333,33.5,0,0
1000,Temperate,Forest,350,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.59,-121.53,44.59 -121.53,3877,350,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,540,333,207,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.59,0,0
7,Boreal,Forest,550,122,2001.5,1.5,55.75,-98.25,55.75 -98.25,55.88,-98.48,55.88 -98.48,2534,550,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,375,329,46,55.75 -98.25,-5.744444444,-3.278611111,33.66111111,-97.02666667,55.88,0,0
281,Temperate,Forest,111,121,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,403,196,207,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
4100,Temperate,Forest,65,121,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,65,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,608,401.28,206.72,38.25 127.25,9.541666667,-0.355833333,111.8333333,-20.63666667,38.23333333,0,0
3953,Temperate,Forest,329.8,122,2007,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Natural,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Mature,633,430,203,35.25 -111.75,7.241666667,0.338611111,40.925,-38.80666667,35.08902778,0,0
2296,Temperate,Forest,16,121,2003,1,50.25,4.25,50.25 4.25,50.02,4.4,50.02 4.4,3893,310,Temperate,Natural,Deciduous Forest,Deciduous,8,1000,IRGA,Extraction,Mature,770,570,200.2,50.25 4.25,9.716666667,0.232777778,77.725,49.05333333,50.02,0,0
70,Boreal,Forest,43,122,2001,1.5,64.75,-147.75,64.75 -147.75,64.8,-147.87,64.8 -147.87,3179,184,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,Exclusion,Mature,206,172,34,64.75 -147.75,2.777777778,4.651944444,26,11.80666667,64.8,0,0
1105,Temperate,Forest,375,122,2000,1,47.25,-71.25,47.25 -71.25,47.32,-71.1,47.32 -71.1,2349,700,Temperate,Natural,Evergreen Forest,Evergreen,1.125,1433.2,IRGA,Exclusion,Mature,550,350,200,47.25 -71.25,1.125,0.379166667,119.4333333,7.726666667,47.32,0,0
4108,Temperate,Forest,100,121,2006,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,709,510.48,198.52,36.25 137.25,9.7,-0.545833333,146.575,-1.193333333,36.12,0,0
3952,Temperate,Forest,250,122,2006,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Natural,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Mature,545,348,197,35.25 -111.75,7.8,0.896944444,23.25,-250.9066667,35.08902778,0,0
996,Temperate,Forest,435.2,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.57,-121.54,44.57 -121.54,3877,435.2,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,495,301,194,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.57,0,0
334,Temperate,Forest,50,122,2003,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,841,648,193,44.25 -122.25,9.95,0.278055556,136.7666667,-250.4166667,44.25,0,0
90,Boreal,Forest,110,122,1999,1,60.25,17.25,60.25 17.25,60.08,17.5,60.08 17.5,1925,45,Boreal,Natural,Evergreen Forest,Evergreen,5.5,527,IRGA,Extraction,Mature,98,69,29,60.25 17.25,4.55,-0.721666667,61.08333333,175.8133333,60.08,0,0
71,Boreal,Forest,69,122,2001,1.5,64.75,-147.75,64.75 -147.75,64.8,-147.87,64.8 -147.87,3179,124,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,Exclusion,Mature,192,164,28,64.75 -147.75,2.777777778,4.651944444,26,11.80666667,64.8,0,0
4320,Tropical,Forest,42.8,122,2008,2,-12.75,-71.75,-84.5,12.89027778,-71.55472222,-84.445,5766,1000,Tropical,Natural,Evergreen Forest,Evergreen,14.11666667,1466.95,IRGA,Exclusion,Mature,1291,1007,284,-84.5,14.11666667,-0.284444444,122.2458333,-81.87666667,-12.89027778,0,0
4455,Temperate,Forest,252.6,121,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,624,432,192,33.75 111.75,8.177777778,-2.553055556,42.08333333,-204.6333333,33.5,0,0
332,Temperate,Forest,150,122,2001,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,831,640,191,44.25 -122.25,9.266666667,-0.405277778,96.98333333,-727.8166667,44.25,0,0
5785,Temperate,Forest,143,122,2007,2,35.25,138.75,35.25 138.75,35.45,138.77,35.45 138.77,7289,1030,Temperate,Natural,Evergreen Forest,Evergreen,9.7,2025,IRGA,Extraction,Mature,610,420,190,35.25 138.75,11.18333333,0.181944444,171.2041667,-42.31666667,35.45,0,0
6652,Temperate,Forest,114,122,2013.5,1,58.25,26.75,58.25 26.75,58.33055556,26.52638889,58.33055556 26.52638889,10374,114,Temperate,Managed,Evergreen Forest,Evergreen,6.408333333,523.5,IRGA,Exclusion,Aggrading,510,320,190,58.25 26.75,6.408333333,0.509166667,43.625,-141.29,58.33055556,0,0
995,Temperate,Forest,309.8,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.56,-121.5,44.56 -121.5,3877,309.8,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,479,295,184,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.56,0,0
4107,Temperate,Forest,100,121,2005,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,655,471.6,183.4,36.25 137.25,10.53333333,0.2875,148.6583333,23.80666667,36.12,0,0
994,Temperate,Forest,145,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.56,-121.5,44.56 -121.5,3877,145,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,471,289,182,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.56,0,0
14,Boreal,Forest,260,122,2001.5,1.5,55.75,-98.25,55.75 -98.25,55.88,-98.48,55.88 -98.48,2534,260,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,375,352,23,55.75 -98.25,-5.744444444,-3.278611111,33.66111111,-97.02666667,55.88,0,0
6031,Tropical,Forest,240,64,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,240,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,932.7,648.8,283.9,32.25 118.75,16.26666667,0.103888889,98.475,116.4933333,32.2,0,0
6551,Tropical,Forest,1200,122,2012.5,1.5,26.75,117.75,26.75 117.75,26.8,117.9666667,26.8 117.9666667,8007,1200,Subtropical,Managed,Evergreen Forest,Evergreen,16.74444444,1716.2,IRGA,Exclusion,Mature,768.21696,563.86368,276.25536,26.75 117.75,16.74444444,-1.873055556,143.0166667,-38.39333333,26.8,0,0
3559,Tropical,Forest,500,122,2006,1,24.75,101.25,24.75 101.25,24.53333333,101.0166667,24.53333333 101.0166667,5113,2476,Subtropical,Natural,Evergreen Forest,Evergreen,11.3,1840,IRGA,Comparison,Mature,822,550.74,271.26,24.75 101.25,16.64166667,0.143611111,67.50833333,-116.55,24.53333333,0,0
4101,Temperate,Forest,770,121,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,770,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,584,402.96,181.04,38.25 127.25,9.541666667,-0.355833333,111.8333333,-20.63666667,38.23333333,0,0
6013,Temperate,Forest,176,121,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,176,Temperate,Managed,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,560,380,180,36.25 138.75,13.43333333,0.208333333,97.64166667,-291.9133333,36.33,0,0
9,Boreal,Forest,9,121,2001.5,1.5,56.25,-99.75,56.25 -99.75,56.46,-99.98,56.46 -99.98,2534,9,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,513,498,15,56.25 -99.75,-6.127777778,-3.6125,27.62777778,-91.83666667,56.46,0,0
108,Temperate,Grassland,1500,88,1994,1,37.25,-122.25,37.25 -122.25,37.4,-122.23,37.4 -122.23,1185,1500,Temperate,Natural,Grassland,Evergreen,14,511,Gas Chromatography,Isotope,Mature,323,144,179,37.25 -122.25,13.10833333,-0.221388889,43.2,-268.2533333,37.4,0,0
2698,Temperate,Forest,76,64,2001,1,51.25,4.75,51.25 4.75,51.31,4.52,51.31 4.52,3503,16,Temperate,Unmanaged,Mixed Forest,Mixed,9.8,750,IRGA,Subtraction,Mature,580,460,175,51.25 4.75,10.73333333,0.023055556,81.01666667,152.5766667,51.31,0,0
998,Temperate,Forest,392.3,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.6,-121.53,44.6 -121.53,3877,392.3,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,448,273,175,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.6,0,0
6367,Tropical,Forest,82,121,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Managed,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,544.94,438.99,268.69,29.75 103.25,16.325,0.406944444,115.4833333,-156.2033333,29.7,0,0
6012,Temperate,Forest,176,121,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,176,Temperate,Managed,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,540,370,170,36.25 138.75,13.43333333,0.208333333,97.64166667,-291.9133333,36.33,0,0
999,Temperate,Forest,171,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.58,-121.51,44.58 -121.51,3877,171,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,449,280,169,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.58,0,0
333,Temperate,Forest,100,122,2002,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,727,560,167,44.25 -122.25,9.291666667,-0.380277778,159.9,27.18333333,44.25,0,0
6651,Temperate,Forest,225,122,2013.5,1,58.25,26.75,58.25 26.75,58.33055556,26.52638889,58.33055556 26.52638889,10374,225,Temperate,Managed,Evergreen Forest,Evergreen,6.408333333,523.5,IRGA,Exclusion,Aggrading,490,330,160,58.25 26.75,6.408333333,0.509166667,43.625,-141.29,58.33055556,0,0
3955,Temperate,Forest,263.4,122,2007,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Managed,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Aggrading,666,509,157,35.25 -111.75,7.241666667,0.338611111,40.925,-38.80666667,35.14263333,0,0
5932,Tropical,Forest,304,122,2011.5,1,29.75,113.75,29.75 113.75,29.67,113.83,29.67 113.83,9177,161,Subtropical,Unmanaged,Evergreen Forest,Evergreen,16.9,1430,IRGA,Exclusion,Mature,897,636,261,29.75 113.75,16.73333333,-0.445833333,97.98333333,-443.9333333,29.67,0,0
6366,Tropical,Forest,272.7,121,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Managed,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,537.37,446.55,257.33,29.75 103.25,16.325,0.406944444,115.4833333,-156.2033333,29.7,0,0
3957,Temperate,Forest,680,122,2007,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Natural,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Aggrading,470,313,157,35.25 -111.75,7.241666667,0.338611111,40.925,-38.80666667,35.44539722,0,0
4354,Temperate,Forest,179,121,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Natural,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,319,162,157,51.75 9.75,8.675,-0.029166667,63.86666667,-57.27333333,51.78333333,0,0
4475,Tropical,Forest,80,122,2007.5,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,5927,80,Subtropical,Managed,Evergreen Forest,Evergreen,21.7,1295,Gas Chromatography,,Aggrading,721,476,245,22.75 112.75,22.50833333,0.404722222,109.5666667,-446.38,22.56666667,0,0
6550,Tropical,Forest,1200,121,2012.5,1.5,26.75,117.75,26.75 117.75,26.8,117.9666667,26.8 117.9666667,8007,1200,Subtropical,Managed,Deciduous Forest,Deciduous,16.74444444,1716.2,IRGA,Exclusion,Mature,1022,526,242,26.75 117.75,16.74444444,-1.873055556,143.0166667,-38.39333333,26.8,0,0
5907,Tropical,Forest,1027.5,122,2010.5,2.5,-16.25,-62.75,-79,16.0158,-62.7301,-78.7459,8697,1027.5,Tropical,Unmanaged,Evergreen Forest,Evergreen,24.09666667,522.04,IRGA,Exclusion,Mature,1191,951,240,-79,24.09666667,-0.175555556,43.50333333,-392.1733333,-16.0158,0,0
3551,Tropical,Forest,329.8,122,2005,1,24.75,101.25,24.75 101.25,24.53333333,101.0166667,24.53333333 101.0166667,5113,2476,Subtropical,Natural,Evergreen Forest,Evergreen,11.3,1840,IRGA,Comparison,Mature,714,478.38,235.62,24.75 101.25,16.48333333,-0.014722222,67.15833333,-120.75,24.53333333,0,0
1001,Temperate,Forest,230.8,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.57,-121.52,44.57 -121.52,3877,230.8,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,451,295,156,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.57,0,0
4458,Temperate,Forest,1054,121,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,832,679,153,33.75 111.75,8.177777778,-2.553055556,42.08333333,-204.6333333,33.5,0,0
2733,Temperate,Forest,22,121,2002.5,2,35.75,138.25,35.75 138.25,35.96,138.47,35.96 138.47,3592,1440,Temperate,Natural,Deciduous Forest,Deciduous,7.158333333,1555,IRGA,Exclusion,Mature,500,340,150,35.75 138.25,7.158333333,-0.076111111,91.55416667,-133.4966667,35.96,0,0
2743,Tropical,Forest,108,122,2005.5,1,31.25,105.25,31.25 105.25,31.27,105.47,31.27 105.47,4629,500,Subtropical,Managed,Evergreen Forest,Evergreen,17.3,826,IRGA,Exclusion,Mature,627,395,232,31.25 105.25,16.41666667,-0.223333333,71.20833333,-53.3,31.27,0,0
6035,Tropical,Forest,230.8,64,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,230.8,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,782,562.7,219.3,32.25 118.75,16.09166667,-0.071111111,83.65833333,-61.30666667,32.2,0,0
