Record_number,Biome2,altitude,SOC_content,Outlier,SOC_stock,Ecosystem_type2,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2
6810,Temperate,1096.2,28,0,200,Forest,2013.5,1,35.25,138.75,35.25 138.75,35.444,138.765,35.444 138.765,10466,1100,Temperate,Managed,Deciduous Forest,Deciduous,8.6,1848,IRGA,,Mature,787,35.25 138.75,11.16666667,0.165277778,1847.7,-249.0666667,35.444
6811,Tropical,276,31,0,85,Forest,2014.5,1,22.25,106.75,22.25 106.75,22.08,106.8,22.08 106.8,10467,276,Subtropical,Managed,Evergreen Forest,Evergreen,22.3,1300,IRGA,Exclusion,Mature,1816,22.25 106.75,21.64166667,-0.461944444,1407.2,153.0733333,22.08
6813,Tropical,0.3,30,0,176,Forest,2010.5,3,35.75,-75.75,35.75 -75.75,35.78,-75.9,35.78 -75.9,10470,0.3,Tropical,Managed,Deciduous Forest,Deciduous,16.9,1270,IRGA,,Aggrading,1014,35.75 -75.75,16.6,-0.324166667,1280.833333,95.5,35.78
6814,Tropical,0.3,30,0,176,Forest,2010.5,3,35.75,-75.75,35.75 -75.75,35.78,-75.9,35.78 -75.9,10470,0.3,Tropical,Managed,Deciduous Forest,Deciduous,16.9,1270,IRGA,,Aggrading,1077,35.75 -75.75,16.6,-0.324166667,1280.833333,95.5,35.78
6815,Temperate,1302,30,0,265,Forest,2012.5,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,10472,1420,Temperate,Natural,Deciduous Forest,Deciduous,6.4,2075,IRGA,Exclusion,Mature,531,36.25 137.25,9.908333333,-0.3375,1833.5,73.40666666,36.13
6817,Temperate,1302,78,0,265,Forest,2013.5,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,10472,1420,Temperate,Natural,Deciduous Forest,Deciduous,6.4,2075,IRGA,Exclusion,Mature,604,36.25 137.25,10.3,0.054166667,1860.6,100.5066667,36.13
6819,Temperate,1302,12,0,265,Forest,2014.5,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,10472,1420,Temperate,Natural,Deciduous Forest,Deciduous,6.4,2075,IRGA,Exclusion,Mature,624,36.25 137.25,9.833333333,-0.4125,1955,194.9066666,36.13
6821,Temperate,1302,12,0,265,Forest,2015.5,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,10472,1420,Temperate,Natural,Deciduous Forest,Deciduous,6.4,2075,IRGA,Exclusion,Mature,667,36.25 137.25,10.69166667,0.445833333,1799.9,39.80666666,36.13
6829,Temperate,1313,12,0,73,Grassland,2005.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,833,42.25 116.75,2.625,-0.466388889,350.2,-66.23666666,42.18
6833,Temperate,1313,12,0,73,Grassland,2006.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,908,42.25 116.75,3.483333333,0.391944444,432.9,16.46333333,42.18
6837,Temperate,1313,16,0,73,Grassland,2007.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,587,42.25 116.75,3.891666667,0.800277778,304.9,-111.5366667,42.18
6841,Temperate,1313,14,0,73,Grassland,2008.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,870,42.25 116.75,3.3,0.208611111,430.3,13.86333334,42.18
6845,Temperate,1313,16,0,73,Grassland,2009.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,596,42.25 116.75,3.225,0.133611111,274.7,-141.7366667,42.18
6849,Temperate,1313,20,0,73,Grassland,2010.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,605,42.25 116.75,2.558333333,-0.533055556,419.6,3.163333332,42.18
6853,Temperate,1313,10,0,73,Grassland,2011.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,719,42.25 116.75,2.35,-0.741388889,304.4,-112.0366667,42.18
6857,Temperate,1313,44,0,73,Grassland,2012.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,473,42.25 116.75,1.816666667,-1.274722222,414.8,-1.636666668,42.18
6861,Temperate,1313,36,0,73,Grassland,2013.5,1,42.25,116.75,42.25 116.75,42.18,116.8,42.18 116.8,10483,1324,Temperate,Natural,Grassland,Evergreen,2.4,375,IRGA,,Mature,889,42.25 116.75,2.941666667,-0.149722222,514.6,98.16333334,42.18
6865,Tropical,526,56,0,94,Forest,2013,4,26.75,109.25,26.75 109.25,26.67,109.43,26.67 109.43,10487,450,Subtropical,Managed,Evergreen Forest,Evergreen,16.5,1281.6,IRGA,,Mature,476,26.75 109.25,17.25416667,-0.011666667,1281.6,-38.53666667,26.67
6871,Boreal,3794,13,0,130,Grassland,2009,1,32.25,102.75,32.25 102.75,32.47,102.55,32.47 102.55,10489,3500,Boreal,Natural,Grassland,Deciduous,0.8,749,IRGA,,Mature,1129,32.25 102.75,0.733333333,0.775277778,699.7,-64.91,32.47
6877,Temperate,74,28,0,103,Grassland,2015.5,1,40.75,8.25,40.75 8.25,40.6,8.15,40.6 8.15,10491,74,Mediterranean,Managed,Grassland,Deciduous,16.8,494,IRGA,,Mature,795,40.75 8.25,16.3,0.541944444,448.5,-66.44,40.6
6881,Temperate,0,18,0,75.5,Grassland,2015.5,1,40.25,3.75,40.25 3.75,40,3.6,40 3.6,10491,600,Mediterranean,Managed,Grassland,Evergreen,15.5,356,IRGA,,Mature,549,39.75 2.75,13.725,0.458055556,471,-53.53333333,40
6886,Temperate,918.7,11,0,180,Forest,2014.5,3,47.75,13.75,47.75 13.75,47.789,13.639,47.789 13.639,10507,1000,Temperate,Managed,Deciduous Forest,Deciduous,6.6,1964,IRGA,Extraction,Mature,565,47.75 13.75,8.883333333,0.719722222,1562.366666,-213.4,47.789
6897,Temperate,16,11,0,61,Forest,2010.5,1,22.75,120.25,22.75 120.25,22.93,120.27,22.93 120.27,10518,14,Temperate,Managed,Evergreen Forest,Evergreen,24.3,1698,IRGA,,Mature,1760,22.75 120.25,24.39166667,0.23,1765.2,490.59,22.93
6899,Temperate,17,11,0,61,Forest,2010.5,1,24.25,120.75,24.25 120.75,24.28,120.58,24.28 120.58,10518,110,Temperate,Managed,Evergreen Forest,Evergreen,23,1347,IRGA,,Mature,1430,24.25 120.75,22.84166667,0.340833333,2529.9,485.3233333,24.28
6900,Temperate,17,31,0,61,Forest,2010.5,1,24.25,120.75,24.25 120.75,24.28,120.58,24.28 120.58,10518,110,Temperate,Managed,Evergreen Forest,Evergreen,23,1347,IRGA,,Mature,1730,24.25 120.75,22.84166667,0.340833333,2529.9,485.3233333,24.28
6901,Temperate,1520,31,0,189,Forest,2010.5,1,23.75,120.75,23.75 120.75,23.67,120.77,23.67 120.77,10518,1150,Temperate,Managed,Evergreen Forest,Evergreen,16.6,2635,IRGA,,Mature,760,23.75 120.75,22.29166667,0.249444444,3158,975.6066667,23.67
6902,Temperate,1520,31,0,189,Forest,2010.5,1,23.75,120.75,23.75 120.75,23.67,120.77,23.67 120.77,10518,1250,Temperate,Managed,Evergreen Forest,Evergreen,16.6,2635,IRGA,,Mature,700,23.75 120.75,22.29166667,0.249444444,3158,975.6066667,23.67
6903,Temperate,1520,31,0,189,Forest,2010.5,1,23.75,120.75,23.75 120.75,23.67,120.77,23.67 120.77,10518,1370,Temperate,Managed,Evergreen Forest,Evergreen,16.6,2635,IRGA,,Mature,1220,23.75 120.75,22.29166667,0.249444444,3158,975.6066667,23.67
6914,Temperate,974,28,0,103,Forest,2005,1,33.25,111.75,33.25 111.75,33.47,111.92,33.47 111.92,11752,1350,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Aggrading,1105.15,33.25 111.75,15.01666667,-0.233888889,842.6,33.58333333,33.47
6915,Temperate,974,28,0,103,Forest,2005,1,33.25,111.75,33.25 111.75,33.47,111.92,33.47 111.92,11752,1290,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,779.12,33.25 111.75,15.01666667,-0.233888889,842.6,33.58333333,33.47
6916,Temperate,974,28,0,103,Forest,2005,1,33.25,111.75,33.25 111.75,33.47,111.92,33.47 111.92,11752,1270,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Aggrading,821.23,33.25 111.75,15.01666667,-0.233888889,842.6,33.58333333,33.47
6917,Temperate,974,28,0,103,Forest,2005,1,33.25,111.75,33.25 111.75,33.47,111.92,33.47 111.92,11752,1290,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Aggrading,912.19,33.25 111.75,15.01666667,-0.233888889,842.6,33.58333333,33.47
6918,Temperate,974,28,0,103,Forest,2005,1,33.25,111.75,33.25 111.75,33.47,111.92,33.47 111.92,11752,1300,Temperate,Natural,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Aggrading,899.5,33.25 111.75,15.01666667,-0.233888889,842.6,33.58333333,33.47
6919,Tropical,277,31,0,81,Forest,2005.5,2,27.75,114.75,27.75 114.75,27.67,114.62,27.67 114.62,11754,277,Subtropical,Managed,Evergreen Forest,Evergreen,18.24166667,1618.35,IRGA,,Aggrading,980,27.75 114.75,18.24166667,0.116944444,1618.35,-46.03666667,27.67
6924,Tropical,1078,28,0,83,Forest,2008.5,1,26.75,107.25,26.75 107.25,26.97,107.12,26.97 107.12,11758,1250,Subtropical,Unmanaged,Deciduous Forest,Deciduous,12.8,1258,IRGA,,Mature,844.29,26.75 107.25,13.93333333,-0.646666667,1418.3,272.72,26.97
6925,Tropical,1180,31,0,90,Forest,2008.5,1,27.25,106.75,27.25 106.75,27.05,106.98,27.05 106.98,11758,1250,Subtropical,Unmanaged,Evergreen Forest,Evergreen,12.8,1258,IRGA,,Mature,779.95,27.25 106.75,15.7,-0.272222222,1229.7,144.7166666,27.05
6926,Tropical,1315,31,0,84,Forest,2008.5,1,26.75,106.75,26.75 106.75,26.88,106.85,26.88 106.85,11758,1225,Subtropical,Unmanaged,Evergreen Forest,Evergreen,12.8,1258,IRGA,,Mature,949.87,26.75 106.75,13.05833333,-0.906944444,1358.4,252.2566667,26.88
6927,Temperate,2494,31,0,155,Forest,2004.5,1,24.75,101.25,24.75 101.25,24.53,101.02,24.53 101.02,11761,2476,Temperate,Natural,Evergreen Forest,Evergreen,11.3,1931,IRGA,,Mature,1018.35,24.75 101.25,15.98333333,-0.514722222,913.8,-12.85,24.53
6941,Tropical,139,31,0,72,Forest,2009.5,1,23.25,112.75,23.25 112.75,23.15,112.51,23.15 112.51,11766,200,Subtropical,Natural,Evergreen Forest,Evergreen,21.4,1927,IRGA,,Aggrading,1692.1,23.25 112.75,22.4,0.172222222,1549.6,-240.59,23.15
6942,Tropical,139,31,0,72,Forest,2009.5,1,23.25,112.75,23.25 112.75,23.15,112.51,23.15 112.51,11766,200,Subtropical,Natural,Evergreen Forest,Evergreen,21.4,1927,IRGA,,Aggrading,1346.5,23.25 112.75,22.4,0.172222222,1549.6,-240.59,23.15
6943,Tropical,139,31,0,72,Forest,2009.5,1,23.25,112.75,23.25 112.75,23.15,112.51,23.15 112.51,11766,250,Subtropical,Natural,Evergreen Forest,Evergreen,21.4,1927,IRGA,,Mature,1415.9,23.25 112.75,22.4,0.172222222,1549.6,-240.59,23.15
6945,Tropical,5,31,0,74,Forest,1997.5,1,30.75,120.25,30.75 120.25,30.52,120.17,30.52 120.17,11769,5,Subtropical,Managed,Evergreen Forest,Evergreen,16.7,1410,IRGA,,Aggrading,429.56,30.75 120.25,17.33333333,-0.0925,1143,-87.81333334,30.52
6946,Tropical,5,31,0,74,Forest,1997.5,1,30.75,120.25,30.75 120.25,30.52,120.17,30.52 120.17,11769,5,Subtropical,Managed,Evergreen Forest,Evergreen,16.7,1410,IRGA,,Aggrading,635.74,30.75 120.25,17.33333333,-0.0925,1143,-87.81333334,30.52
6948,Tropical,5,31,0,76,Forest,2009,1,26.25,119.75,26.25 119.75,26.07,119.61,26.07 119.61,11770,450,Subtropical,Managed,Evergreen Forest,Evergreen,19.4,1413.7,IRGA,,Aggrading,1029.34,26.25 119.25,17.75833333,0.216666667,1250.8,-220.4066666,26.07
